Country;Year;Mental disorders;% Eating disorders;% Anxiety disorders;% Drug disorders;% Depressive disorders;%HappyPeople;Annual working hours per worker;Depressive disorders;Physical Activity;Drug use;Smoking;Life satisfaction;Productivity per hour worked;Continent;Paid work;Shopping;Personal care;Sports;Seeing friends;TV and Radio;Other leisure activities;Income
Switzerland;2015;0.1717;0.0054;0.0757;0.0163;0.0409;;1589.4751;0.0409;23946.71;33652.6;250951.63;0.0747359323501587;77.436226;Europe;;;;;;;;88750.0
Tajikistan;2015;0.1108;0.0009;0.0253;0.0043;0.0294;;;0.0294;8875.37;22020.76;133126.02;0.0582923412322998;;Asia;;;;;;;;1260.0
Thailand;2015;0.1208;0.0013;0.0353;0.0086;0.0301;;2186.461;0.0301;86994.84;554910.63;1545418.87;0.059388952255249;12.897164;Asia;;;;;;;;5710.0
Togo;2015;0.123;0.0009;0.0363;0.0029;0.0455;;;0.0455;4370.07;15240.82;68561.81;0.0436080503463745;;Africa;;;;;;;;640.0
Tokelau;2015;0.1186;0.001;0.0418;0.0074;0.0327;;;0.0327;6.74;3.08;41.07;;;Oceania;;;;;;;;
Tonga;2015;0.1154;0.0009;0.0425;0.0081;0.0279;;;0.0279;360.26;331.07;2658.34;;;Oceania;;;;;;;;4440.0
Trinidad and Tobago;2015;0.1453;0.003;0.0406;0.0084;0.04;;;0.04;11532.82;2608.31;27447.9;0.0619185972213745;;North America;;;;;;;;18910.0
Tunisia;2015;0.1601;0.0021;0.0541;0.0046;0.0528;;;0.0528;26272.4;28621.61;271176.75;0.04124342918396;;Africa;;;;;;;;3960.0
Turkey;2015;0.146;0.0029;0.0474;0.0036;0.0427;0.65161423;1832.0;0.0427;277463.73;133231.43;2488530.52;0.05607262134552;41.47944;Asia;217.02784;13.95561;49.63329;9.465469;68.12016;124.0316;81.53299;12030.0
Turkmenistan;2015;0.1058;0.0015;0.0248;0.0054;0.0326;;;0.0326;9047.28;28774.37;129519.46;0.0522914886474609;;Asia;;;;;;;;7030.0
Tuvalu;2015;0.1218;0.0008;0.0418;0.0072;0.0326;;;0.0326;56.93;33.97;501.43;;;Oceania;;;;;;;;5440.0
Uganda;2015;0.1465;0.0009;0.0416;0.0046;0.0669;;;0.0669;6456.49;26372.79;187686.04;0.0400051689147949;;Africa;;;;;;;;830.0
Ukraine;2015;0.1236;0.0013;0.0336;0.0089;0.0418;;;0.0418;177201.25;559544.0;3390851.36;0.043110671043396;;Europe;;;;;;;;2650.0
United Arab Emirates;2015;0.1247;0.003;0.044;0.0079;0.0372;;;0.0372;36132.44;77167.55;130956.8;0.0703941965103149;;Asia;;;;;;;;42860.0
United States Virgin Islands;2015;0.1454;0.0038;0.0461;0.009;0.0349;;;0.0349;519.54;259.09;2790.58;;;North America;;;;;;;;
Uruguay;2015;0.142;0.0037;0.0557;0.0134;0.0311;;1556.4283;0.0311;6654.8;14424.9;123748.47;0.0633600997924805;27.477356;South America;;;;;;;;15620.0
Uzbekistan;2015;0.1064;0.0012;0.0212;0.0047;0.0335;;;0.0335;55595.98;142831.64;660092.57;0.0642144775390625;;Asia;;;;;;;;2600.0
Vanuatu;2015;0.1194;0.0008;0.0413;0.0059;0.0305;;;0.0305;501.55;754.49;7179.71;;;Oceania;;;;;;;;2780.0
Yemen;2015;0.1584;0.0014;0.0492;0.0031;0.0504;;;0.0504;69992.16;36440.83;450878.27;0.0325356006622314;;Asia;;;;;;;;
Zambia;2015;0.1207;0.0011;0.0403;0.0037;0.0427;;;0.0427;6645.91;25733.41;129778.91;0.0393277740478516;;Africa;;;;;;;;1580.0
Zimbabwe;2015;0.1116;0.001;0.0332;0.006;0.0355;;;0.0355;7196.88;67068.71;254297.17;0.0363830018043518;;Africa;;;;;;;;1280.0
Afghanistan;2014;0.1715;0.0012;0.0495;0.0056;0.0511;;;0.0511;91722.71;71887.39;279397.88;0.0422016859054565;;Asia;;;;;;;;630.0
Albania;2014;0.1158;0.0014;0.0407;0.0048;0.0261;0.58685448;;0.0261;4079.83;5210.21;90640.24;0.0451110076904297;;Europe;;;;;;;;4540.0
Algeria;2014;0.1474;0.0022;0.0498;0.0048;0.0431;;;0.0431;159864.27;90448.45;526211.77;0.0534085369110107;;Africa;;;;;;;;5490.0
American Samoa;2014;0.1121;0.0014;0.0425;0.0075;0.0277;;;0.0277;313.45;120.12;1677.77;;;Oceania;;;;;;;;
Andorra;2014;0.1545;0.0056;0.0601;0.0111;0.0393;;;0.0393;184.69;261.79;2474.03;;;Europe;;;;;;;;
Angola;2014;0.1335;0.0014;0.0404;0.0035;0.0584;;;0.0584;16505.63;32255.85;218643.17;;;Africa;;;;;;;;5010.0
Antigua and Barbuda;2014;0.1404;0.0028;0.0454;0.0083;0.0304;;;0.0304;342.31;143.94;905.05;;;North America;;;;;;;;12760.0
Argentina;2014;0.1356;0.0035;0.0531;0.0075;0.026;;1705.4283;0.026;14351.17;140877.72;1238658.01;0.0642722129821777;26.616257;South America;;;;;;;;12330.0
Armenia;2014;0.1137;0.0013;0.0336;0.0054;0.0314;;;0.0314;8326.53;6995.95;125138.44;0.0432547187805176;;Asia;;;;;;;;4140.0
Australia;2014;0.1905;0.0111;0.0605;0.0233;0.0498;;1746.4962;0.0498;62012.26;162812.66;495867.93;0.0725008010864258;60.122875;Oceania;211.146629603892;29.0201528839472;56.0389159138291;19.0132036136206;40.0069492703266;140.097289784573;76.073662265462;65150.0
Austria;2014;0.1573;0.0062;0.0652;0.0119;0.0341;0.90076302;1621.5658;0.0341;25041.43;40693.62;312455.68;0.0704807186126709;61.13571;Europe;279.53226810278;20.7324461119906;54.9568898982881;32.07853;81.77063;108.826296674752;59.1023;50390.0
Azerbaijan;2014;0.1042;0.0015;0.0267;0.0047;0.0288;;;0.0288;21059.58;20116.55;328062.68;0.0530389499664307;;Asia;;;;;;;;7690.0
Bahamas;2014;0.1406;0.0031;0.0453;0.0101;0.0311;;;0.0311;1216.81;800.44;3973.33;;;North America;;;;;;;;
Bahrain;2014;0.1461;0.0029;0.0512;0.0041;0.0475;;;0.0475;5336.98;2924.25;14131.1;0.0616967344284058;;Asia;;;;;;;;24070.0
Bangladesh;2014;0.1194;0.0011;0.0324;0.0036;0.0472;;2366.9434;0.0472;155343.98;161798.03;2495108.42;0.045561408996582;3.7923138;Asia;;;;;;;;1110.0
Barbados;2014;0.1429;0.0025;0.0454;0.0115;0.0326;;;0.0326;1905.08;455.27;3542.67;;;North America;;;;;;;;15630.0
Belarus;2014;0.1267;0.0014;0.0377;0.0093;0.042;;;0.042;43788.69;60567.57;567886.38;0.0517789936065674;;Europe;;;;;;;;7590.0
Belgium;2014;0.1502;0.0047;0.056;0.0117;0.0392;0.91353859;1581.596;0.0392;30663.46;43821.05;461822.21;0.0694893646240234;68.081566;Europe;194.476452188763;28.5959056360971;52.6697030404366;21.0165774533221;50.4762420901579;130.567855990874;121.923582692993;47820.0
Belize;2014;0.1427;0.002;0.0433;0.0094;0.0341;;;0.0341;848.4;606.64;3047.2;;;North America;;;;;;;;4260.0
Benin;2014;0.1183;0.001;0.0325;0.0034;0.0451;;;0.0451;6216.49;10418.39;57044.08;0.0400735759735107;;Africa;;;;;;;;1270.0
Bermuda;2014;0.1449;0.0039;0.0458;0.0098;0.0336;;;0.0336;312.77;161.64;1374.54;;;North America;;;;;;;;99920.0
Bhutan;2014;0.1211;0.0014;0.0334;0.0037;0.0409;;;0.0409;1299.64;1518.93;7667.82;;;Asia;;;;;;;;2460.0
Bosnia and Herzegovina;2014;0.1155;0.0014;0.0379;0.004;0.0291;;;0.0291;11697.15;7478.37;220919.89;0.0518086528778076;;Europe;;;;;;;;5300.0
Botswana;2014;0.1185;0.0018;0.0373;0.006;0.0443;;;0.0443;3530.85;14222.64;45438.67;0.0349893665313721;;Africa;;;;;;;;7520.0
Brazil;2014;0.1682;0.0024;0.0786;0.0114;0.0405;;1738.8689;0.0405;941156.92;701620.52;4624383.96;0.0637481737136841;20.427624;South America;;;;;;;;12120.0
Bulgaria;2014;0.1116;0.0016;0.0363;0.0072;0.0286;0.4513496;1644.059;0.0286;28823.1;26909.97;608060.15;0.0483756065368652;23.708328;Europe;;;;;;;;7740.0
Burkina Faso;2014;0.1185;0.0009;0.0314;0.0026;0.0457;;;0.0457;6206.46;17611.9;92847.22;0.0420563459396362;;Africa;;;;;;;;760.0
Burundi;2014;0.1304;0.0007;0.0366;0.0034;0.0479;;;0.0479;1992.78;7619.77;77969.01;;;Africa;;;;;;;;260.0
Cambodia;2014;0.1252;0.0008;0.0468;0.0043;0.0304;;2442.8054;0.0304;11182.72;50859.18;407049.04;0.0446125936508179;2.528299;Asia;;;;;;;;1020.0
Cameroon;2014;0.1189;0.0011;0.0327;0.0045;0.0471;;;0.0471;18533.51;51518.07;176216.71;0.0481623220443726;;Africa;;;;;;;;1490.0
Canada;2014;0.1493;0.0047;0.0479;0.027;0.0358;;1709.6014;0.0358;72808.55;297756.84;1112116.38;0.0724484586715698;57.38791;North America;268.660609647899;24.0954479242964;52.0372293181047;20.9987911821773;53.4766520162121;109.370618333306;89.4815202253182;52200.0
Central African Republic;2014;0.145;0.0007;0.0439;0.0034;0.0599;;;0.0599;4542.08;13029.96;66853.73;0.0269306111335754;;Africa;;;;;;;;390.0
Chad;2014;0.1264;0.001;0.0338;0.0029;0.0525;;;0.0525;5198.65;13845.13;89297.63;0.0402935028076172;;Africa;;;;;;;;980.0
Chile;2014;0.1537;0.0038;0.06;0.0113;0.0402;;1990.0;0.0402;22609.13;72276.91;322771.48;0.0657905626296997;27.769316;South America;;;;;;;;14940.0
China;2014;0.1129;0.0011;0.0333;0.006;0.0294;;2178.6626;0.0294;2088636.61;4595850.89;53254177.42;0.0532495594024658;10.032687;Asia;314.781401804303;19.9861207494795;51.9639139486468;22.9840388619015;22.9840388619015;126.911866759195;52.9632199861207;7510.0
Colombia;2014;0.1133;0.0022;0.0424;0.0089;0.0229;;2004.7931;0.0229;43709.59;71004.34;436750.37;0.0623371505737305;16.171175;South America;;;;;;;;8200.0
Congo;2014;0.1304;0.0013;0.0381;0.0041;0.0565;;;0.0565;5962.95;11108.05;37478.09;0.0411949348449707;;Africa;;;;;;;;
Cook Islands;2014;0.1164;0.0016;0.0427;0.0078;0.0333;;;0.0333;112.51;44.9;609.13;;;Oceania;;;;;;;;
Costa Rica;2014;0.1297;0.0024;0.0443;0.0062;0.034;;2135.5332;0.034;2340.4;7656.91;48135.32;0.0713561773300171;16.74481;North America;;;;;;;;10350.0
Croatia;2014;0.1163;0.0018;0.0383;0.0095;0.0322;0.66628136;1891.6152;0.0322;14660.6;11495.95;241299.03;0.0541687536239624;28.81806;Europe;;;;;;;;13260.0
Cuba;2014;0.1512;0.0019;0.0447;0.008;0.0398;;;0.0398;55162.73;16543.41;468420.63;;;North America;;;;;;;;6840.0
Cyprus;2014;0.1564;0.0043;0.0707;0.0062;0.0327;0.80799995;1815.4343;0.0327;3085.53;2432.21;36646.27;0.0579461860656738;40.367233;Asia;;;;;;;;26530.0
Czechia;2014;0.1119;0.002;0.0342;0.0134;0.0312;0.82331009;1776.7375;0.0312;43667.84;33591.96;525039.83;0.0673562717437744;36.94107;Europe;;;;;;;;
Denmark;2014;0.1421;0.0051;0.0546;0.0115;0.039;0.97364517;1413.8082;0.039;11351.41;25768.1;277027.75;0.075577826499939;68.46331;Europe;199.771595915566;26.0309028598608;51.5983613935143;22.1150724298138;81.3715214585051;122.97380825958;94.9450259688467;63670.0
Djibouti;2014;0.1202;0.0011;0.0337;0.0037;0.0459;;;0.0459;266.2;972.03;13275.82;;;Africa;;;;;;;;
Dominica;2014;0.1418;0.0022;0.0448;0.0106;0.0313;;;0.0313;361.11;125.97;984.27;;;North America;;;;;;;;7020.0
Dominican Republic;2014;0.15;0.0022;0.0469;0.0055;0.0396;;2181.511;0.0396;44185.7;16346.98;193631.84;0.0523869848251343;14.930788;North America;;;;;;;;6330.0
Ecuador;2014;0.1461;0.0029;0.055;0.0065;0.0352;;1649.2662;0.0352;18391.59;25996.19;111791.75;0.0611543750762939;15.775506;South America;;;;;;;;6110.0
Egypt;2014;0.1457;0.002;0.0476;0.0031;0.0406;;;0.0406;486889.37;119431.98;1974531.28;0.0455674076080322;;Africa;;;;;;;;
El Salvador;2014;0.1325;0.002;0.0463;0.0038;0.036;;;0.036;4323.93;8536.35;42001.57;0.0613982486724854;;North America;;;;;;;;3400.0
Equatorial Guinea;2014;0.1319;0.0023;0.0389;0.0041;0.0586;;;0.0586;953.49;2796.74;4881.63;;;Africa;;;;;;;;13230.0
Eritrea;2014;0.1288;0.0009;0.038;0.0037;0.0497;;;0.0497;1328.53;5980.0;54994.05;;;Africa;;;;;;;;
Estonia;2014;0.1224;0.0018;0.0367;0.0171;0.04;0.77620338;1859.4319;0.04;3495.99;15266.47;58206.03;0.056496753692627;33.371788;Europe;230.788021522939;23.9597728019747;53.6616586103884;27.4746743499677;37.6248632000503;122.162536824955;114.283895452449;19000.0
Eswatini;2014;0.1191;0.0015;0.0363;0.0072;0.0458;;;0.0458;2003.42;8960.6;11393.83;;;Africa;;;;;;;;4130.0
Ethiopia;2014;0.1258;0.0008;0.0348;0.0034;0.047;;;0.047;15446.56;76584.53;218976.64;0.0429784870147705;;Africa;;;;;;;;550.0
Fiji;2014;0.1154;0.001;0.0418;0.0071;0.0301;;;0.0301;6330.89;1731.46;29011.35;;;Oceania;;;;;;;;5020.0
Finland;2014;0.1502;0.0052;0.0441;0.0112;0.0459;0.94433281;1609.5339;0.0459;17359.44;32640.42;162229.07;0.0765984344482422;55.271935;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;49420.0
France;2014;0.1665;0.0051;0.069;0.0126;0.0424;0.84215401;1518.1111;0.0424;164261.71;225949.29;1945937.48;0.0647520875930786;64.65075;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;43340.0
Gabon;2014;0.1308;0.0018;0.0403;0.0043;0.0565;;;0.0565;2197.59;3579.95;15327.37;0.0483176422119141;;Africa;;;;;;;;9330.0
Gambia;2014;0.1294;0.0009;0.0336;0.0035;0.056;;;0.056;1247.62;3473.99;17615.37;;;Africa;;;;;;;;
Georgia;2014;0.1103;0.0013;0.0265;0.0047;0.0349;;;0.0349;12558.04;15286.89;185071.31;0.0444838619232178;;Asia;;;;;;;;4740.0
Germany;2014;0.1522;0.0046;0.0687;0.0106;0.0386;0.90339699;1400.412;0.0386;188465.21;283879.71;3490605.32;0.0687376308441162;67.03571;Europe;223.839012333333;32.0904666666667;54.6778833333333;26.43525;60.64695;118.4651;112.076283333333;47640.0
Ghana;2014;0.114;0.0011;0.0305;0.0051;0.0442;;;0.0442;23269.35;67827.83;146858.01;0.0451441144943237;;Africa;;;;;;;;1960.0
Greece;2014;0.1703;0.0048;0.0637;0.0068;0.0534;0.42465202;2020.8816;0.0534;22740.46;29256.9;577370.2;0.0530261945724487;34.524815;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;22010.0
Greenland;2014;0.1769;0.0053;0.0526;0.018;0.0657;;;0.0657;86.36;417.02;3511.21;;;North America;;;;;;;;
Grenada;2014;0.1433;0.0022;0.0447;0.0093;0.0334;;;0.0334;440.3;208.65;1505.75;;;North America;;;;;;;;7520.0
Guam;2014;0.1158;0.0019;0.0421;0.0079;0.0336;;;0.0336;453.78;470.29;4635.97;;;Oceania;;;;;;;;
Guatemala;2014;0.1324;0.0019;0.0442;0.0042;0.0387;;;0.0387;3080.24;31828.32;92879.24;0.0635891628265381;;North America;;;;;;;;3550.0
Guinea;2014;0.1188;0.0009;0.0338;0.0027;0.0442;;;0.0442;6396.91;12686.23;126027.54;0.0360285472869873;;Africa;;;;;;;;740.0
Guinea-Bissau;2014;0.1178;0.0009;0.0314;0.003;0.0456;;;0.0456;1209.24;3155.61;8891.31;;;Africa;;;;;;;;640.0
Guyana;2014;0.1591;0.0018;0.0453;0.0067;0.0519;;;0.0519;3863.7;1629.5;12904.64;;;South America;;;;;;;;5570.0
Haiti;2014;0.1508;0.0012;0.0468;0.0061;0.0369;;;0.0369;29075.06;23505.03;92212.65;0.0335230016708374;;North America;;;;;;;;1410.0
Honduras;2014;0.1269;0.0017;0.0422;0.0051;0.0329;;;0.0329;3653.87;14032.7;98530.8;0.0564815473556519;;North America;;;;;;;;2010.0
Hungary;2014;0.1135;0.0019;0.0369;0.0074;0.0304;0.62741436;1748.5514;0.0304;33509.16;18083.08;700842.0;0.0544890165328979;33.291115;Europe;199.446772180411;19.2119906963842;76.112454503358;12.9316792524107;35.1334101755587;133.897686789366;93.7462245097509;13560.0
Iceland;2014;0.1457;0.0048;0.0561;0.011;0.0319;0.97602196;1488.4912;0.0319;777.89;1316.76;8297.74;0.0751003456115723;56.82377;Europe;;;;;;;;48090.0
India;2014;0.1395;0.0012;0.031;0.0046;0.0381;;2118.5447;0.0381;2041213.52;3549070.59;25296427.19;0.0417917728424072;6.832327;Asia;271.540982812833;11.5684164415564;75.4933484382237;5.49870466801727;73.2575313102545;61.4372416971058;109.19343947153;1560.0
Indonesia;2014;0.107;0.0011;0.0365;0.0044;0.0247;;2017.9722;0.0247;443012.02;406528.83;6742368.22;0.0513632535934448;11.359391;Asia;;;;;;;;3620.0
Iraq;2014;0.1499;0.0021;0.0559;0.0039;0.0408;;;0.0408;151980.83;78296.38;641911.66;0.0441253709793091;;Asia;;;;;;;;6750.0
Ireland;2014;0.177;0.0046;0.0792;0.0138;0.0444;0.90924469;1757.0306;0.0444;13783.15;24204.91;141826.22;0.0704073143005371;79.81215;Europe;231.22452;27.56674;42.27291;20.02075;48.95445;85.1351;116.4735;46380.0
Israel;2014;0.1452;0.004;0.0409;0.0086;0.0451;;1894.1754;0.0451;18490.61;17494.39;147278.78;0.07159010887146;39.54524;Asia;;;;;;;;36020.0
Italy;2014;0.151;0.0058;0.0604;0.0113;0.038;0.6572155;1716.3412;0.038;214757.57;226315.9;2039957.24;0.0595452404022217;53.765285;Europe;148.894551667369;27.7427282210164;67.5124773650722;38.2140859775021;65.3572067967137;103.692722108948;110.171289501065;34910.0
Jamaica;2014;0.1391;0.002;0.0424;0.0104;0.0307;;;0.0307;13336.09;4592.21;44615.6;;;North America;;;;;;;;4910.0
Japan;2014;0.1065;0.0042;0.0257;0.0085;0.023;;1762.1;0.023;290910.44;339237.37;4581639.21;0.0595465087890625;42.72143;Asia;325.711372400686;24.9289075041054;84.5629608649925;10.2225999594073;16.912066166024;103.224657268853;147.953249257339;43950.0
Jordan;2014;0.1501;0.002;0.0521;0.0043;0.0434;;;0.0434;17337.9;13641.41;109829.86;0.0527128458023071;;Asia;;;;;;;;3920.0
Kazakhstan;2014;0.1064;0.0017;0.0225;0.0082;0.0368;;;0.0368;45423.85;137610.18;603184.76;0.0553355169296265;;Asia;;;;;;;;12080.0
Kenya;2014;0.1239;0.001;0.035;0.0032;0.0488;;;0.0488;7014.82;290880.2;324733.92;0.0439612770080566;;Africa;;;;;;;;1240.0
Kiribati;2014;0.1221;0.0007;0.0419;0.0068;0.0305;;;0.0305;523.42;399.85;8074.15;;;Oceania;;;;;;;;3220.0
Kuwait;2014;0.139;0.0038;0.0482;0.0045;0.0427;;;0.0427;11437.37;6434.56;42277.79;0.0594719457626343;;Asia;;;;;;;;51000.0
Kyrgyzstan;2014;0.1135;0.0009;0.0218;0.0056;0.036;;;0.036;8368.87;33374.93;140878.5;0.0485653400421143;;Asia;;;;;;;;
Latvia;2014;0.1264;0.0017;0.0408;0.0125;0.0402;0.71856483;1938.4757;0.0402;12674.59;14947.76;107869.76;0.0594044637680054;27.709826;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;19190.0
Lebanon;2014;0.1721;0.0024;0.0693;0.0073;0.0531;;;0.0531;33331.86;19673.85;185954.17;0.0527072381973267;;Asia;;;;;;;;7550.0
Lesotho;2014;0.1328;0.0011;0.037;0.0062;0.0567;;;0.0567;2856.58;21431.06;73312.83;0.0380820488929749;;Africa;;;;;;;;1350.0
Liberia;2014;0.1277;0.0008;0.0352;0.004;0.0489;;;0.0489;3162.14;7411.22;20586.71;0.0335467600822449;;Africa;;;;;;;;630.0
Libya;2014;0.1509;0.0024;0.0551;0.0086;0.0457;;;0.0457;25505.91;32570.2;89797.75;0.0543358325958252;;Africa;;;;;;;;7610.0
Lithuania;2014;0.1326;0.0017;0.046;0.0083;0.0429;0.70590057;1868.4878;0.0429;17514.17;18783.66;144520.32;0.0586555242538452;31.880714;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;4660.0
Luxembourg;2014;0.1493;0.0061;0.0585;0.0134;0.0354;0.93881119;1506.1573;0.0354;1057.03;2585.43;17145.14;0.0696734094619751;71.58993;Europe;247.225461265374;23.030768700503;55.272546259104;33.2370820507518;32.301265480461;116.073319917597;82.3320368322953;76500.0
Madagascar;2014;0.1295;0.0009;0.0401;0.0034;0.0482;;;0.0482;5252.3;20419.45;181326.73;0.036630859375;;Africa;;;;;;;;520.0
Malawi;2014;0.1246;0.0008;0.0391;0.0035;0.0419;;;0.0419;3956.34;20437.01;129930.59;0.0347649264335632;;Africa;;;;;;;;370.0
Malaysia;2014;0.1219;0.0015;0.0486;0.0059;0.0382;;2180.2659;0.0382;71256.37;130546.03;627635.61;;23.687654;Asia;;;;;;;;11140.0
Maldives;2014;0.1118;0.0012;0.0378;0.0055;0.031;;;0.031;484.4;830.3;4765.84;;;Asia;;;;;;;;7320.0
Mali;2014;0.1048;0.0009;0.0272;0.0027;0.0353;;;0.0353;7142.27;17926.81;88433.1;0.0401602792739868;;Africa;;;;;;;;810.0
Malta;2014;0.1566;0.0043;0.0692;0.0099;0.0333;0.90188789;1943.1774;0.0333;2825.52;1583.11;14009.2;0.0659084224700928;34.085976;Europe;;;;;;;;24560.0
Marshall Islands;2014;0.1185;0.0008;0.0414;0.0074;0.0298;;;0.0298;259.3;185.69;1726.31;;;Oceania;;;;;;;;4030.0
Mauritania;2014;0.1053;0.0011;0.028;0.0036;0.0371;;;0.0371;6169.69;3092.33;22512.19;0.0447214937210083;;Africa;;;;;;;;1750.0
Mauritius;2014;0.1196;0.0014;0.0399;0.0069;0.0398;;;0.0398;6593.04;6160.43;27102.43;0.0561000347137451;;Africa;;;;;;;;10820.0
Mexico;2014;0.122;0.0025;0.0374;0.0055;0.0375;;2134.0;0.0375;211842.61;244327.67;1144747.69;0.0682417297363281;21.27103;North America;302.333564;14.17935;57.88589;13.57335;44.15583;65.65993;41.33212;10500.0
Monaco;2014;0.1601;0.0091;0.0604;0.0114;0.0447;;;0.0447;201.05;126.34;2234.12;;;Europe;;;;;;;;
Mongolia;2014;0.1115;0.0013;0.02;0.0062;0.0424;;;0.0424;2520.72;15273.72;95089.79;0.0505699968338013;;Asia;;;;;;;;4210.0
Montenegro;2014;0.1166;0.0016;0.0394;0.0065;0.0303;0.63126575;;0.0303;1628.2;1370.28;45734.33;0.0530406618118286;;Europe;;;;;;;;7320.0
Morocco;2014;0.158;0.0019;0.0496;0.0049;0.0533;;;0.0533;197193.11;86294.93;584422.94;0.0538630723953247;;Africa;;;;;;;;3060.0
Mozambique;2014;0.1335;0.0008;0.0407;0.0037;0.0504;;;0.0504;6445.36;50781.37;261350.6;;;Africa;;;;;;;;690.0
Myanmar;2014;0.1099;0.0009;0.0402;0.0052;0.0222;;2443.8052;0.0222;66381.64;322183.82;1574362.84;0.0462311983108521;4.8591337;Asia;;;;;;;;1130.0
Namibia;2014;0.1106;0.0016;0.0362;0.007;0.037;;;0.037;4149.2;10861.36;28927.86;;;Africa;;;;;;;;5790.0
Nauru;2014;0.119;0.001;0.042;0.0073;0.0327;;;0.0327;33.72;32.18;450.46;;;Oceania;;;;;;;;14920.0
Nepal;2014;0.1387;0.001;0.0331;0.0038;0.0504;;;0.0504;24276.12;51523.86;780619.22;0.050995397567749;;Asia;;;;;;;;880.0
Netherlands;2014;0.1665;0.0041;0.0761;0.0114;0.038;0.95410957;1425.5953;0.038;15008.15;39107.56;695902.5;0.0754087734222412;70.81941;Europe;217.630356318106;28.2024906217988;64.5061109108366;22.399997144601;72.5618568659854;112.522823561325;100.634398278194;52000.0
New Zealand;2014;0.1903;0.0065;0.0807;0.0185;0.0412;;1756.5542;0.0412;11343.62;16581.65;112712.39;0.0722568798065186;41.358177;Oceania;241.0;24.0;42.0;17.0;69.0;124.0;85.0;41380.0
Nicaragua;2014;0.1325;0.0016;0.0457;0.0039;0.0345;;;0.0345;2957.56;7607.99;38675.53;0.0601273965835571;;North America;;;;;;;;1830.0
Niger;2014;0.1158;0.0008;0.0297;0.003;0.0425;;;0.0425;6960.15;13138.94;54812.58;0.0423464584350586;;Africa;;;;;;;;590.0
Nigeria;2014;0.1076;0.0013;0.0304;0.0029;0.0389;;;0.0389;99503.74;579853.77;549816.54;0.0521956777572632;;Africa;;;;;;;;2940.0
Niue;2014;0.1176;0.0012;0.042;0.0077;0.033;;;0.033;14.4;5.18;72.48;;;Oceania;;;;;;;;
North Macedonia;2014;0.1138;0.0015;0.0387;0.0046;0.0273;0.67833809;;0.0273;7181.19;4885.36;138690.12;0.0534574604034424;;Europe;;;;;;;;5200.0
Northern Mariana Islands;2014;0.1122;0.0015;0.0422;0.0079;0.029;;;0.029;191.14;163.92;1806.66;;;Oceania;;;;;;;;
Norway;2014;0.1595;0.0049;0.0734;0.0105;0.0338;;1389.3838;0.0338;14142.01;26108.5;140132.31;0.0759633159637451;116.55276;Europe;200.78622;20.44092;55.76926;20.90907;57.0152;128.6927;153.5697;104370.0
Oman;2014;0.1365;0.0028;0.0477;0.0036;0.0406;;;0.0406;13025.42;7619.62;27340.47;;;Asia;;;;;;;;19010.0
Pakistan;2014;0.1288;0.0012;0.0358;0.0051;0.0397;;2058.524;0.0397;350114.32;504970.86;3945130.21;0.0554850816726685;7.532263;Asia;;;;;;;;1230.0
Palau;2014;0.1168;0.0012;0.0417;0.0077;0.0326;;;0.0326;119.58;62.1;902.48;;;Oceania;;;;;;;;14150.0
Panama;2014;0.1213;0.0028;0.0383;0.0065;0.0311;;;0.0311;1911.49;5146.38;27310.35;0.061176381111145;;North America;;;;;;;;11190.0
Papua New Guinea;2014;0.1197;0.0008;0.0406;0.0068;0.0314;;;0.0314;14673.98;17643.84;211226.27;;;Oceania;;;;;;;;2990.0
Paraguay;2014;0.1578;0.0022;0.0657;0.0071;0.0389;;;0.0389;7142.11;18749.81;97142.58;0.058013801574707;;South America;;;;;;;;5810.0
Peru;2014;0.1382;0.003;0.0583;0.0093;0.0231;;2134.6074;0.0231;23385.02;80579.34;117804.28;0.0570062875747681;10.657607;South America;;;;;;;;6530.0
Philippines;2014;0.1197;0.001;0.047;0.0054;0.0285;;2142.9832;0.0285;51404.41;126014.45;2819811.8;0.05430832862854;8.372548;Asia;;;;;;;;3330.0
Poland;2014;0.1049;0.0019;0.0336;0.0091;0.0229;0.81436646;2041.3219;0.0229;132695.72;109511.51;1986045.18;0.0616207647323608;31.03163;Europe;229.279299471607;25.0228297949979;57.4597278760614;23.2448354507718;45.1370103305674;121.836563898405;93.1213832904991;13560.0
Portugal;2014;0.1835;0.0045;0.0867;0.0083;0.0478;0.51514019;1870.8342;0.0478;41367.64;30321.68;327896.68;0.0544663715362549;34.053814;Europe;258.797202797203;15.1048951048951;58.4055944055944;12.0839160839161;43.8041958041958;113.79020979021;60.4195804195804;21200.0
